FROM_NODE|TO_NODE|BILL_NO|BILL_DATE|PRODUCT_ID|QUANTITY|START_SERIAL|END_SERIAL|EXPIRY_DATE|ICCID/ADNL_SN_1|MSISDN/ADNL_SN_2|IMSI/ADNL_SN_3|ADNL_SN_4
20|303579|VBILL20191210105|05-12-2019|12362|1|977770000000000B41|977770000000000B41|12-12-2099||||

20|303579|VBILL20191213101|05-12-2019|12362|1|977770000000000B01|977770000000000B01|12-12-2099||||
20||VBILL20191213102|05-12-2019|12362|1|977770000000000b11|977770000000000b11|12-12-2099||||
20|303579|VBILL20191213103|05-12-2019||1|977770000000000b21|977770000000000b21|12-12-2099||||
20|303579|VBILL20191213104|05-12-2019|12362||977770000000000b31|977770000000000b31|12-12-2099||||
20|303579|VBILL20191213105|05-12-2019|12362|1|977770000000000b41|977770000000000b41|12-11-2019||||

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12507     SERIAL_LENGTH  :   18     PRD_SL  : 1    PRD_SL_TYPE  : 0    ADDNL_SL_INFO [ [ {1, 1201, ICCID, 1, 20 } {2, 1202, MSISDN, 1, 20 } ] ]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL20191210101|05-12-2019|12507|1|966660000000000B01|966660000000000B01|12-12-2099|12346000000000010001|12346000000000020001||
20|303579|VBILL20191210102|05-12-2019|12507|1|966660000000000B11|966660000000000B11|12-12-2099|12346000000000010002|12346000000000020002||
20|303579|VBILL20191210103|05-12-2019|12507|1|966660000000000B21|966660000000000B21|12-12-2099|12346000000000010003|12346000000000020003||
20|303579|VBILL20191210104|05-12-2019|12507|1|966660000000000B31|966660000000000B31|12-12-2099|12346000000000010004|12346000000000020004||
20|303579|VBILL20191210105|05-12-2019|12507|1|966660000000000B41|966660000000000B41|12-12-2099|12346000000000010005|12346000000000020005||

20|303579|VBILL20191214101|05-12-2019|12507|1|966660000000000B01|966660000000000B01|12-12-2099|12346010000000010001|12346010000000020001||
20|303579|VBILL20191214102|05-12-2019|12507|1|966660000000000b11|966660000000000b11|12-12-2099|12346010000000010002|12346000000000020002||
20|303579|VBILL20191214103|05-12-2019|12507|1|966660000000000b21|966660000000000b21|12-12-2099|12346000000000010003|12346010000000020003||
20|303579|VBILL20191214104|05-12-2019|12507|0|966660000000000b31|966660000000000b31|12-12-2099|12346010000000010004|12346010000000020004||
20|303579|VBILL20191214105|05-12-2019|12507|1|966660000000000b41|966660000000000b41|12-11-2019|12346010000000010005|12346010000000020005||

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  11640		SERIAL_LENGTH  :   18     PRD_SL  : 1    PRD_SL_TYPE  : 1    ADDNL_SL_INFO undefined
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL20191210101|05-12-2019|11640|10|967650000000000001|967650000000000010|12-12-2099||||
20|303579|VBILL20191210102|05-12-2019|11640|10|967650000000000011|967650000000000020|12-12-2099||||
20|303579|VBILL20191210103|05-12-2019|11640|10|967650000000000021|967650000000000030|12-12-2099||||
20|303579|VBILL20191210104|05-12-2019|11640|10|967650000000000031|967650000000000040|12-12-2099||||
20|303579|VBILL20191210105|05-12-2019|11640|10|967650000000000041|967650000000000050|12-12-2099||||


20|303579|VBILL20191215101|05-12-2019|11640|10|967650100000000001|967650100000000009|12-12-2099||||
20|303579|VBILL20191215102|05-12-2019||10|967650100000000011|967650100000000020|12-12-2099||||
20|303579|VBILL20191215103|05-12-2019|11640|10|967650a00000000021|967650100000000030|12-12-2099||||
20|303579|VBILL20191215104|05-12-2019|11640|10|967650000000000021|967650100000000040|12-12-2099||||
20|303579|VBILL20191215105|05-12-2019|11640|10|967650100000000041|967650100000000050|12-11-2019||||

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12210		SERIAL_LENGTH  :   20     PRD_SL  : 1    PRD_SL_TYPE  : 2    ADDNL_SL_INFO undefined
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL20191210101|05-12-2019|12210|10|95555101000000000010|95555101000000000100|12-12-2099||||
20|303579|VBILL20191210102|05-12-2019|12210|10|95555101000000000110|95555101000000000200|12-12-2099||||
20|303579|VBILL20191210103|05-12-2019|12210|10|95555101000000000210|95555101000000000300|12-12-2099||||
20|303579|VBILL20191210104|05-12-2019|12210|10|95555101000000000310|95555101000000000400|12-12-2099||||
20|303579|VBILL20191210105|05-12-2019|12210|10|95555101000000000410|95555101000000000500|12-12-2099||||

20|303579|VBILL20191216101|05-12-2019|12210|10|95555101000000000010|95555102000000000100|12-12-2099||||
20|303579|VBILL20191216102|05-12-2019|12210|10|95555101000000000200|95555102000000000200|12-12-2099||||
20|303579|VBILL20191216103|05-12-2019|12210|1|95555102000000000210|95555102000000000300|12-12-2099||||
20|303579|VBILL20191216104|05-12-2019||10|95555102000000000310|95555102000000000400|12-12-2099||||
20|303579|VBILL20191216105|05-12-2019|12210|10|95555102000000000410|95555102000000000500|12-11-2019||||

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12000		SERIAL_LENGTH  :   20     PRD_SL  : 1    PRD_SL_TYPE  : 2    ADDNL_SL_INFO [ {1,1201,ICCID,1,20 }{2,1202,MSISDN,1,20}{3,1203,IMSI,0,20 } ]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL20191210101|05-12-2019|12000|10|95555201000000000010|95555201000000000100|12-12-2099|12344400000000110001|12344400000000220001||
20|303579|VBILL20191210102|05-12-2019|12000|10|95555201000000000110|95555201000000000200|12-12-2099|12344400000000110002|12344400000000220002||
20|303579|VBILL20191210103|05-12-2019|12000|10|95555201000000000210|95555201000000000300|12-12-2099|12344400000000110003|12344400000000220003||
20|303579|VBILL20191210104|05-12-2019|12000|10|95555201000000000310|95555201000000000400|12-12-2099|12344400000000110004|12344400000000220004||
20|303579|VBILL20191210105|05-12-2019|12000|10|95555201000000000410|95555201000000000500|12-12-2099|12344400000000110005|12344400000000220005||


20|303579|VBILL20191217101|05-12-2019|12000|10|95555201000000000010|95555201000000000100|12-12-2099|12345610000000110001|12345610000000220001||
20|303579|VBILL20191217102|05-12-2019|12000|10|95555202000000000110|95555202000000000200|12-12-2099|12345610000000110002|12345610000000220002||
20|303579|VBILL20191217103|05-12-2019|12000|10|95555202000000000210|95555202000000000300|12-12-2099|12345610000000110003|12345610000000220003||
20|303579|VBILL20191217104|05-12-2019|12000|10|95555202000000000310|95555202000000000400|12-12-2099|12345610000000110004|12345610000000220004||
20|303579|VBILL20191217105|05-12-2019|12000|10|95555202000000000410|95555202000000000500|12-11-2019|12345610000000110005|12345610000000220005||


----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12150		SERIAL_LENGTH  :   20     PRD_SL  : 1    PRD_SL_TYPE  : 2    ADDNL_SL_INFO [ {1,1201,ICCID,1,20 }{2,1202,MSISDN,1,20}{3,1203,IMSI,0,20 } ]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL20191210101|05-12-2019|12150|10|95555300100000000010|95555300100000000100|12-12-2099|12345600000000010001|12345600000000020001|12345600000000030001|
20|303579|VBILL20191210102|05-12-2019|12150|10|95555300100000000110|95555300100000000200|12-12-2099|12345600000000010002|12345600000000020002|12345600000000030002|
20|303579|VBILL20191210103|05-12-2019|12150|10|95555300100000000210|95555300100000000300|12-12-2099|12345600000000010003|12345600000000020003|12345600000000030003|
20|303579|VBILL20191210104|05-12-2019|12150|10|95555300100000000310|95555300100000000400|12-12-2099|12345600000000010004|12345600000000020004|12345600000000030004|
20|303579|VBILL20191210105|05-12-2019|12150|10|95555300100000000410|95555300100000000500|12-12-2099|12345600000000010005|12345600000000020005|12345600000000030005|


20|303579|VBILL20191218101|05-12-2019|12150|10|95555300200000000010|95555300100000000100|12-12-2099|12345600000010010001|12345600000010020001|12345600000010030001|
20|303579|VBILL20191218102|05-12-2019|12150|1|95555300200000000110|95555300200000000200|12-12-2099|12345600000010010002|12345600000010020002|12345600000010030002|
20|303579|VBILL20191218103|05-12-2019||10|95555300200000000210|95555300200000000300|12-12-2099|12345600000010010003|12345600000010020003|12345600000010030003|
20||VBILL20191218104|05-12-2019|12150|10|95555300200000000310|95555300200000000400|12-12-2099|12345600000010010004|12345600000010020004|12345600000010030004|
20|303579|VBILL20191218105|05-12-2019|12150|10|95555300200000000410||12-12-2099|12345600000010010005|12345600000010020005|12345600000010030005|



----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12452		SERIAL_LENGTH  :   20     PRD_SL  : 1    PRD_SL_TYPE  : 2    ADDNL_SL_INFO [ {1, 12445, Test Blank, 1, 16 } ]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL20191210101|05-12-2019|12452|10|95555400001000000010|95555400001000000100|12-12-2099||||1323132300000001
20|303579|VBILL20191210102|05-12-2019|12452|10|95555400001000000110|95555400001000000200|12-12-2099||||1323132300000002
20|303579|VBILL20191210103|05-12-2019|12452|10|95555400001000000210|95555400001000000300|12-12-2099||||1323132300000003
20|303579|VBILL20191210104|05-12-2019|12452|10|95555400001000000310|95555400001000000400|12-12-2099||||1323132300000004
20|303579|VBILL20191210105|05-12-2019|12452|10|95555400001000000410|95555400001000000500|12-12-2099||||1323132300000005



20|303579|VBILL20191219101|05-12-2019|12452|10|95555400001000000010|95555400002000000100|12-12-2099||||1323132310000001
20|303579|VBILL20191219102|05-12-2019|12452|18|95555400002000000110|95555400002000000200|12-12-2099||||1323132310000002
20|303579|VBILL20191219103|05-12-2019||10|95555400002000000210|95555400002000000300|12-12-2099||||1323132310000003
20||VBILL20191219104|05-12-2019|12452|10|95555400002000000310|95555400002000000400|12-12-2099||||1323132310000004
20|303579|VBILL20191219105|05-12-2019|12452|10|95555400002000000410|95555400002000000500|12-11-2019||||1323132310000005





