FROM_NODE|TO_NODE|BILL_NO|BILL_DATE|PRODUCT_ID|QUANTITY|START_SERIAL|END_SERIAL|EXPIRY_DATE|ICCID/ADNL_SN_1|MSISDN/ADNL_SN_2|IMSI/ADNL_SN_3|ADNL_SN_4
20|303579|VBILL120191210105|05-12-2019|12362|1|977771000000000C41|977771000000000C41|12-12-2099||||

20|303579|VBILL120191213101|05-12-2019|12362|1|977771000000000C01|977771000000000C01|12-12-2099||||
20||VBILL120191213102|05-12-2019|12362|1|977771000000000c11|977771000000000c11|12-12-2099||||
20|303579|VBILL120191213103|05-12-2019||1|977771000000000c21|977771000000000c21|12-12-2099||||
20|303579|VBILL120191213104|05-12-2019|12362||977771000000000c31|977771000000000c31|12-12-2099||||
20|303579|VBILL120191213105|05-12-2019|12362|1|977771000000000c41|977771000000000c41|12-11-2019||||

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12507     SERIAL_LENGTH  :   18     PRD_SL  : 1    PRD_SL_TYPE  : 0    ADDNL_SL_INFO [ [ {1, 1201, ICCID, 1, 20 } {2, 1202, MSISDN, 1, 20 } ] ]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL120191210101|05-12-2019|12507|1|966661000000000C01|966661000000000C01|12-12-2099|12346000000000010001|12346000000000020001||
20|303579|VBILL120191210102|05-12-2019|12507|1|966661000000000C11|966661000000000C11|12-12-2099|12346000000000010002|12346000000000020002||
20|303579|VBILL120191210103|05-12-2019|12507|1|966661000000000C21|966661000000000C21|12-12-2099|12346000000000010003|12346000000000020003||
20|303579|VBILL120191210104|05-12-2019|12507|1|966661000000000C31|966661000000000C31|12-12-2099|12346000000000010004|12346000000000020004||
20|303579|VBILL120191210105|05-12-2019|12507|1|966661000000000C41|966661000000000C41|12-12-2099|12346000000000010005|12346000000000020005||

20|303579|VBILL120191214101|05-12-2019|12507|1|966661000000000C01|966661000000000C01|12-12-2099|12346010000000010001|12346010000000020001||
20|303579|VBILL120191214102|05-12-2019|12507|1|966661000000000c11|966661000000000c11|12-12-2099|12346010000000010002|12346000000000020002||
20|303579|VBILL120191214103|05-12-2019|12507|1|966661000000000c21|966661000000000c21|12-12-2099|12346000000000010003|12346010000000020003||
20|303579|VBILL120191214104|05-12-2019|12507|0|966661000000000c31|966661000000000c31|12-12-2099|12346010000000010004|12346010000000020004||
20|303579|VBILL120191214105|05-12-2019|12507|1|966661000000000c41|966661000000000c41|12-11-2019|12346010000000010005|12346010000000020005||

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  11640		SERIAL_LENGTH  :   18     PRD_SL  : 1    PRD_SL_TYPE  : 1    ADDNL_SL_INFO undefined
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL120191210101|05-12-2019|11640|10|967751000000000001|967751000000000010|12-12-2099||||
20|303579|VBILL120191210102|05-12-2019|11640|10|967751000000000011|967751000000000020|12-12-2099||||
20|303579|VBILL120191210103|05-12-2019|11640|10|967751000000000021|967751000000000030|12-12-2099||||
20|303579|VBILL120191210104|05-12-2019|11640|10|967751000000000031|967751000000000040|12-12-2099||||
20|303579|VBILL120191210105|05-12-2019|11640|10|967751000000000041|967751000000000050|12-12-2099||||


20|303579|VBILL120191215101|05-12-2019|11640|10|967751100000000001|967751100000000009|12-12-2099||||
20|303579|VBILL120191215102|05-12-2019||10|967751100000000011|967751100000000020|12-12-2099||||
20|303579|VBILL120191215103|05-12-2019|11640|100|967751000000000021|967751100000000030|12-12-2099||||
20|303579|VBILL120191215104|05-12-2019|11640|10|967751000000000021|967751100000000040|12-12-2099||||
20|303579|VBILL120191215105|05-12-2019|11640|10|967751100000000041|967751100000000050|12-11-2019||||

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12210		SERIAL_LENGTH  :   20     PRD_SL  : 1    PRD_SL_TYPE  : 2    ADDNL_SL_INFO undefined
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL120191210101|05-12-2019|12210|10|96555201000000000010|96555201000000000100|12-12-2099||||
20|303579|VBILL120191210102|05-12-2019|12210|10|96555201000000000110|96555201000000000200|12-12-2099||||
20|303579|VBILL120191210103|05-12-2019|12210|10|96555201000000000210|96555201000000000300|12-12-2099||||
20|303579|VBILL120191210104|05-12-2019|12210|10|96555201000000000310|96555201000000000400|12-12-2099||||
20|303579|VBILL120191210105|05-12-2019|12210|10|96555201000000000410|96555201000000000500|12-12-2099||||

20|303579|VBILL120191216101|05-12-2019|12210|10|96555201000000000010|96555202000000000100|12-12-2099||||
20|303579|VBILL120191216102|05-12-2019|12210|10|96555201000000000200|96555202000000000200|12-12-2099||||
20|303579|VBILL120191216103|05-12-2019|12210|1|96555202000000000210|96555202000000000300|12-12-2099||||
20|303579|VBILL120191216104|05-12-2019||10|96555202000000000310|96555202000000000400|12-12-2099||||
20|303579|VBILL120191216105|05-12-2019|12210|10|96555202000000000410|96555202000000000500|12-11-2019||||

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12000		SERIAL_LENGTH  :   20     PRD_SL  : 1    PRD_SL_TYPE  : 2    ADDNL_SL_INFO [ {1,1201,ICCID,1,20 }{2,1202,MSISDN,1,20}{3,1203,IMSI,0,20 } ]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL120191210101|05-12-2019|12000|10|99555211000000000010|99555211000000000100|12-12-2099|12344400000000110001|12344400000000220001||
20|303579|VBILL120191210102|05-12-2019|12000|10|99555211000000000110|99555211000000000200|12-12-2099|12344400000000110002|12344400000000220002||
20|303579|VBILL120191210103|05-12-2019|12000|10|99555211000000000210|99555211000000000300|12-12-2099|12344400000000110003|12344400000000220003||
20|303579|VBILL120191210104|05-12-2019|12000|10|99555211000000000310|99555211000000000400|12-12-2099|12344400000000110004|12344400000000220004||
20|303579|VBILL120191210105|05-12-2019|12000|10|99555211000000000410|99555211000000000500|12-12-2099|12344400000000110005|12344400000000220005||


20|303579|VBILL120191217101|05-12-2019|12000|10|99555211000000000010|99555211000000000100|12-12-2099|12045610000000110001|12045610000000220001||
20|303579|VBILL120191217102|05-12-2019|12000|10|99555212000000000110|99555212000000000200|12-12-2099|12045610000000110002|12045610000000220002||
20|303579|VBILL120191217103|05-12-2019|12000|10|99555212000000000210|99555212000000000300|12-12-2099|12045610000000110003|12045610000000220003||
20|303579|VBILL120191217104|05-12-2019|12000|10|99555212000000000310|99555212000000000400|12-12-2099|12045610000000110004|12045610000000220004||
20|303579|VBILL120191217105|05-12-2019|12000|10|99555212000000000410|99555212000000000500|12-11-2019|12045610000000110005|12045610000000220005||


----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12150		SERIAL_LENGTH  :   20     PRD_SL  : 1    PRD_SL_TYPE  : 2    ADDNL_SL_INFO [ {1,1201,ICCID,1,20 }{2,1202,MSISDN,1,20}{3,1203,IMSI,0,20 } ]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL120191210101|05-12-2019|12150|10|97555310100000000010|97555310100000000100|12-12-2099|12045600000000010001|12045600000000020001|12045600000000030001|
20|303579|VBILL120191210102|05-12-2019|12150|10|97555310100000000110|97555310100000000200|12-12-2099|12045600000000010002|12045600000000020002|12045600000000030002|
20|303579|VBILL120191210103|05-12-2019|12150|10|97555310100000000210|97555310100000000300|12-12-2099|12045600000000010003|12045600000000020003|12045600000000030003|
20|303579|VBILL120191210104|05-12-2019|12150|10|97555310100000000310|97555310100000000400|12-12-2099|12045600000000010004|12045600000000020004|12045600000000030004|
20|303579|VBILL120191210105|05-12-2019|12150|10|97555310100000000410|97555310100000000500|12-12-2099|12045600000000010005|12045600000000020005|12045600000000030005|


20|303579|VBILL120191218101|05-12-2019|12150|10|97555310200000000010|97555310100000000100|12-12-2099|12045600000010010001|12045600000010020001|12045600000010030001|
20|303579|VBILL120191218102|05-12-2019|12150|1|97555310200000000110|97555310200000000200|12-12-2099|12045600000010010002|12045600000010020002|12045600000010030002|
20|303579|VBILL120191218103|05-12-2019||10|97555310200000000210|97555310200000000300|12-12-2099|12045600000010010003|12045600000010020003|12045600000010030003|
20||VBILL120191218104|05-12-2019|12150|10|97555310200000000310|97555310200000000400|12-12-2099|12045600000010010004|12045600000010020004|12045600000010030004|
20|303579|VBILL120191218105|05-12-2019|12150|10|97555310200000000410||12-12-2099|12045600000010010005|12045600000010020005|12045600000010030005|



----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12452		SERIAL_LENGTH  :   20     PRD_SL  : 1    PRD_SL_TYPE  : 2    ADDNL_SL_INFO [ {1, 12445, Test Blank, 1, 16 } ]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL120191210101|05-12-2019|12452|10|95555412001000000010|95555412001000000100|12-12-2099||||1323132300000001
20|303579|VBILL120191210102|05-12-2019|12452|10|95555412001000000110|95555412001000000200|12-12-2099||||1323132300000002
20|303579|VBILL120191210103|05-12-2019|12452|10|95555412001000000210|95555412001000000300|12-12-2099||||1323132300000003
20|303579|VBILL120191210104|05-12-2019|12452|10|95555412001000000310|95555412001000000400|12-12-2099||||1323132300000004
20|303579|VBILL120191210105|05-12-2019|12452|10|95555412001000000410|95555412001000000500|12-12-2099||||1323132300000005



20|303579|VBILL120191219101|05-12-2019|12452|10|95555412001000000010|95555412002000000100|12-12-2099||||1323132310000001
20|303579|VBILL120191219102|05-12-2019|12452|10|955554120a2000000110|95555412002000000200|12-12-2099||||1323132310000002
20|303579|VBILL120191219103|05-12-2019||10|95555412002000000210|95555412002000000300|12-12-2099||||1323132310000003
20||VBILL120191219104|05-12-2019|12452|10|95555412002000000310|95555412002000000400|12-12-2099||||1323132310000004
20|303579|VBILL120191219105|05-12-2019|12452|10|95555412002000000410|95555412002000000500|12-11-2019||||1323132310000005





