FROM_NODE|TO_NODE|BILL_NO|BILL_DATE|PRODUCT_ID|QUANTITY|START_SERIAL|END_SERIAL|EXPIRY_DATE|ICCID/ADNL_SN_1|MSISDN/ADNL_SN_2|IMSI/ADNL_SN_3|ADNL_SN_4
20|303579|VBILL_A0020191212003|04-12-2019|12362|1|977770000000000F21|977770000000000F21|12-12-2099||||
20|303579|VBILL_A0020191212004|04-12-2019|12362|1|977770000000000F31|977770000000000F31|12-12-2099||||
20|303579|VBILL_A0020191212005|04-12-2019|12362|1|977770000000000F41|977770000000000F41|12-12-2099||||


20|303579|VBILL_A1020191212001|04-12-2019|12362|1|97777000000000001|977770000000000f01|12-12-2099||||
20|303579|VBILL_A1020191212002|04-12-2019|12362|1|977770000000000f11|97770000000000f11|12-12-2099||||
20|303579|VBILL_A1020191212003|04-12-2019|12362|10|977770000000000f21|977770000000000f21|12-12-2099||||
20|303579|VBILL_A1020191212004|04-12-2019|1232|1|977770000000000f31|977770000000000f31|12-12-2099||||
20|303579|VBILL_A1020191212005|04-12-2019|12362|1|977770000000000f41|977770000000000f41|12-12-2018||||

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12507     SERIAL_LENGTH  :   18     PRD_SL  : 1    PRD_SL_TYPE  : 0    ADDNL_SL_INFO [ [ {1, 1201, ICCID, 1, 20 } {2, 1202, MSISDN, 1, 20 } ] ]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------


20|303579|VBILL_A1020191212001|04-12-2019|12507|1|966660000000000F01|966660000000000F01|12-12-2099|12345000000000010001|12345000000000020001||
20|303579|VBILL_A1020191212002|04-12-2019|12507|1|966660000000000F11|966660000000000F11|12-12-2099|12345000000000010002|12345000000000020002||
20|303579|VBILL_A1020191212003|04-12-2019|12507|1|966660000000000F21|966660000000000F21|12-12-2099|12345000000000010003|12345000000000020003||
20|303579|VBILL_A1020191212004|04-12-2019|12507|1|966660000000000F31|966660000000000F31|12-12-2099|12345000000000010004|12345000000000020004||
20|303579|VBILL_A1020191212005|04-12-2019|12507|1|966660000000000F41|966660000000000F41|12-12-2099|12345000000000010005|12345000000000020005||



20|303579|VBILL_A0020191212001|04-12-2019|1250|1|966660000000000f01|966660000000000f01|12-12-2099|12345000000000010001|12345000000000020001||
20|303579|VBILL_A0020191212002|04-12-2019|12507||966660000000000f11|966660000000000f11|12-12-2099|12345000000000010002|12345000000000020002||
20|303579|VBILL_A0020191212003|04-12-2019|12507|1|66660000000000f21|966660000000000f21|12-12-2099|12345000000000010003|12345000000000020003||
20|30359|VBILL_A0020191212004|04-12-2019|12507|1|966660000000000f31|966660000000000f31|12-12-2099|12345000000000010004|12345000000000020004||
20|303579|VBILL_A0020191212005|04-12-2019|12507|1|966660000000000f41|966660000000000f41|12-12-2017|12345000000000010005|12345000000000020005||

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  11640		SERIAL_LENGTH  :   18     PRD_SL  : 1    PRD_SL_TYPE  : 1    ADDNL_SL_INFO undefined
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL_A0020191212001|04-12-2019|11640|10|966651200000000001|966651200000000010|12-12-2099||||
20|303579|VBILL_A0020191212002|04-12-2019|11640|10|966651200000000011|966651200000000020|12-12-2099||||
20|303579|VBILL_A0020191212003|04-12-2019|11640|10|966651200000000021|966651200000000030|12-12-2099||||
20|303579|VBILL_A0020191212004|04-12-2019|11640|10|966651200000000031|966651200000000040|12-12-2099||||
20|303579|VBILL_A0020191212005|04-12-2019|11640|10|966651200000000041|966651200000000050|12-12-2099||||


20|303579|VBILL_A0020191212001|04-12-2019|11640|10|9666512100000000001|966651210000000010|12-12-2099||||
20|303579|VBILL_A0020191212002|04-12-2019|11640|10|966651210000000011|96665110000000020|12-12-2099||||
20|303579|VBILL_A0020191212003|04-12-2019|11640|0|966651210000000021|966651210000000030|12-12-2099||||
20|303579|VBILL_A0020191212004|04-12-2019||10|966651210000000031|966651210000000040|12-12-2099||||
20|30359|VBILL_A0020191212005|04-12-2019|11640|10|966651210000000041|966651210000000050|12-12-2099||||

----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12210		SERIAL_LENGTH  :   20     PRD_SL  : 1    PRD_SL_TYPE  : 2    ADDNL_SL_INFO undefined
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL_A0020191212001|04-12-2019|12210|10|95555900000000000010|95555900000000000100|12-12-2099||||
20|303579|VBILL_A0020191212002|04-12-2019|12210|10|95555900000000000110|95555900000000000200|12-12-2099||||
20|303579|VBILL_A0020191212003|04-12-2019|12210|10|95555900000000000210|95555900000000000300|12-12-2099||||
20|303579|VBILL_A0020191212004|04-12-2019|12210|10|95555900000000000310|95555900000000000400|12-12-2099||||
20|303579|VBILL_A0020191212005|04-12-2019|12210|10|95555900000000000410|95555900000000000500|12-12-2099||||


20|303579|VBILL_A0020191212001|04-12-2019|12210|10|95555901000000000000|95555901000000000100|12-12-2099||||
20|303579|VBILL_A0020191212002|04-12-2019|12210|7|95555901000000000110|95555901000000000200|12-12-2099||||
20|30379|VBILL_A0020191212003|04-12-2019|12210|10|95555901000000000210|95555901000000000300|12-12-2099||||
20|303579|VBILL_A0020191212004|04-12-2019|1210|10|95555901000000000310|95555901000000000400|12-12-2099||||
20|303579|VBILL_A0020191212005|04-12-2019|12210|10|95555901000000a00410|95555901000000000500|12-12-2099||||


----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12000		SERIAL_LENGTH  :   20     PRD_SL  : 1    PRD_SL_TYPE  : 2    ADDNL_SL_INFO [ {1,1201,ICCID,1,20 }{2,1202,MSISDN,1,20}{3,1203,IMSI,0,20 } ]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL_A0020191212001|04-12-2019|12000|10|95553300000000000010|95553300000000000100|12-12-2099|12345600000000110001|12345600000000220001||
20|303579|VBILL_A0020191212002|04-12-2019|12000|10|95553300000000000110|95553300000000000200|12-12-2099|12345600000000110002|12345600000000220002||
20|303579|VBILL_A0020191212003|04-12-2019|12000|10|95553300000000000210|95553300000000000300|12-12-2099|12345600000000110003|12345600000000220003||
20|303579|VBILL_A0020191212004|04-12-2019|12000|10|95553300000000000310|95553300000000000400|12-12-2099|12345600000000110004|12345600000000220004||
20|303579|VBILL_A0020191212005|04-12-2019|12000|10|95553300000000000410|95553300000000000500|12-12-2099|12345600000000110005|12345600000000220005||


20|303579|VBILL_A1020191212001|04-12-2019|12000|10|95553301000000000010|9s553301000000000100|12-12-2099|12345600000000110001|12345600000000220001||
20|303579|VBILL_A1020191212002|04-12-2019|12000|10|95553301a00000000110|95553301000000000200|12-12-2099|12345600000000110002|12345600000000220002||
20|303579|VBILL_A1020191212003|04-12-2019|1000|10|95553301000000000210|95553301000000000300|12-12-2099|12345600000000110003|12345600000000220003||
20|303579|VBILL_A1020191212004|04-12-2019|12000|10|95553301000000000310|95553301000000000400|12-12-2099|1a345600000000110004|12345600000000220004||
20|303579|VBILL_A1020191212005|0412-2019|12000|10|95553301000000000410|95553301000000000500|12-12-2099|12345600000000110005|12345600000000220005||


----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12150		SERIAL_LENGTH  :   20     PRD_SL  : 1    PRD_SL_TYPE  : 2    ADDNL_SL_INFO [ {1,1201,ICCID,1,20 }{2,1202,MSISDN,1,20}{3,1203,IMSI,0,20 } ]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL_A0020191212001|04-12-2019|12150|10|93535300000000000010|93535300000000000100|12-12-2099|12345600000000010001|12345600000000020001|12345600000000030001|
20|303579|VBILL_A0020191212002|04-12-2019|12150|10|93535300000000000110|93535300000000000200|12-12-2099|12345600000000010002|12345600000000020002|12345600000000030002|
20|303579|VBILL_A0020191212003|04-12-2019|12150|10|93535300000000000210|93535300000000000300|12-12-2099|12345600000000010003|12345600000000020003|12345600000000030003|
20|303579|VBILL_A0020191212004|04-12-2019|12150|10|93535300000000000310|93535300000000000400|12-12-2099|12345600000000010004|12345600000000020004|12345600000000030004|
20|303579|VBILL_A0020191212005|04-12-2019|12150|10|93535300000000000410|93535300000000000500|12-12-2099|12345600000000010005|12345600000000020005|12345600000000030005|


20|303579|VBILL_A1020191212001|04-12-2099|12150|10|93535310000000000010|93535310000000000100|12-01-2099|123456000000a0010001|12345600000000020001|12345600000000030001|
20|303579|VBILL_A1020191212002|04-12-2019|12150|10|93535310000000000110|93535310000000000200|12-12-2099|12345600000000010002|12345600000000020002|123a5600000000030002|
20|303579|VBILL_A1020191212003|04-12-2019|12150|10|93535310000000000210|93535310000000000300|12-12-2099|12345600000000010003|12345600000000020003|12345600000000030003|
20|303579|VBILL_A1020191212004|04-12-2019|12150|10|93535310000000000310|93535310000000000400|12-12-2099|12345600000000010004|123456a0000000020004|12345600000000030004|
20|303579|VBILL_A1020191212005|04-12-2019|12150|10|935353a0000000000410|93535310000000000500|12-12-2099|12345600000000010005|12345600000000020005|12345600000000030005|



----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
--  PRODUCT_ID :  12452		SERIAL_LENGTH  :   20     PRD_SL  : 1    PRD_SL_TYPE  : 2    ADDNL_SL_INFO [ {1, 12445, Test Blank, 1, 16 } ]
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

20|303579|VBILL_A0020191212001|04-12-2019|12452|10|95555411000000000010|95555411000000000100|12-12-2099||||1323132300000001
20|303579|VBILL_A0020191212002|04-12-2019|12452|10|95555411000000000110|95555411000000000200|12-12-2099||||1323132300000002
20|303579|VBILL_A0020191212003|04-12-2019|12452|10|95555411000000000210|95555411000000000300|12-12-2099||||1323132300000003
20|303579|VBILL_A0020191212004|04-12-2019|12452|10|95555411000000000310|95555411000000000400|12-12-2099||||1323132300000004
20|303579|VBILL_A0020191212005|04-12-2019|12452|10|95555411000000000410|95555411000000000500|12-12-2099||||1323132300000005


20|303579|VBILL_A1020191212001|04-12-2019|12452|10|955554100a00000000010|95555411000000000100|12-12-2099||||1323132300000001
20|303579|VBILL_A1020191212002|04-12-2019|12452|10|95555410000000000110|95555411000000000200|12-12-2099||||13231323000a00002
20|303579|VBILL_A1020191212003|04-12-2019|12452|10|95555410000000000210|9555541100000a0000300|12-12-2099||||1323132300000003
20|303579|VBILL_A1020191212004|04-12-2019|1452|10|95555410000000000310|95555411000000000400|12-12-2099||||1323132300000004
20|303579|VBILL_A1020191212005|04-112-2019|12452|10|95555410000000000410|95555411000000000500|12-12-2099||||1323132300000005





